"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36"
"21" 412.757628235775 413.545715405943 414.328792380001 415.232230018474 415.941785878672 415.456341144351 414.059529362375 412.210481025407 411.155205196024 411.305488520602 412.206655374134 413.558260928771 414.862388710721 415.759447143927 416.549208786112 417.391961289313 418.040982923548 417.539808464975 416.159087835115 414.332458756387 413.288502291516 413.436575302396 414.329946172264 415.676405101318 416.979293523731 417.878165073628 418.670265001615 419.514152565963 420.162966922858 419.661040755761 418.27973225891 416.452959237096 415.409178936627 415.557486146353 416.450979576507 417.797431080717
"22" 412.335942458192 413.24085831816 414.400100880329 415.360198913015 415.73578929681 415.257817283163 413.782260746204 412.059602884543 411.330937013773 411.381880592117 412.219034956684 413.420100916285 414.55626071782 415.478033443805 416.597403227547 417.48840929725 417.836361921953 417.356373533687 415.912961179539 414.213886549522 413.450833962365 413.491641594698 414.334475034309 415.540777783142 416.681539447926 417.603836215396 418.722526778139 419.612064750593 419.959406090357 419.479338501404 418.036642140539 416.338099642438 415.574235616626 415.614810861971 416.457784155962 417.664212972164
"23" 412.483618140576 413.586289336542 414.595911053801 415.24376464652 415.799408777339 415.242675882096 413.851389058993 412.224408097104 411.330443907984 411.129505056581 412.131036933202 413.290398380449 414.480578447935 415.594542032581 416.681761224856 417.424729213005 418.003429104258 417.433505135927 416.018345659933 414.327160770664 413.472912499568 413.312013340157 414.295552333325 415.449825229807 416.634647802254 417.746674293834 418.834369608316 419.57996302724 420.159696682681 419.590042824864 418.174651344466 416.48096448375 415.62839089902 415.468995480856 416.451511945703 417.605489512921
"24" 412.3328630913 413.370248093627 414.657076284423 415.392041010763 415.642634404938 414.99931373975 413.699829297368 412.176453089936 411.362517977304 411.273855754305 412.077088782442 413.408237635012 414.675693463504 415.54017133545 416.696815245108 417.390247445496 417.692867253437 417.125687143018 415.834071387098 414.321034540174 413.480789929156 413.37294476991 414.167979669629 415.500550728209 416.78038678022 417.651341276991 418.80789406756 419.497943974117 419.797210768864 419.228788691996 417.938471386821 416.426576920327 415.587158311069 415.47924824487 416.273842630529 417.606076617007
"25" 411.793083190721 413.034198966819 414.519890622895 415.535047889204 415.504851428432 414.864168599261 413.47915607752 411.642119686201 410.663871206118 410.811547771464 411.765406483973 413.06927970758 414.131934053854 415.194409807249 416.425715607487 417.467579640921 417.543076963064 416.959495969156 415.639391790404 413.831401070659 412.768859260132 412.892918847592 413.878001455273 415.182530741833 416.250873195012 417.315482282208 418.540106570471 419.579703102105 419.654672131004 419.070790229912 417.752775351056 415.946929423544 414.882961559127 415.00679674994 415.992689911967 417.296784833524
"26" 412.324215727409 413.630918958561 414.722042617112 415.434046831233 415.809351951858 415.191345936509 413.867477516505 412.212334873434 411.358396426185 411.474387097346 412.148773441156 413.270700424969 414.69899116749 415.681605759621 416.66100505832 417.406240587563 417.91825685991 417.379737930768 416.057316453567 414.363423321106 413.474023338199 413.57733458854 414.261425920131 415.39374678195 416.830897068782 417.813460337572 418.788656675916 419.530444603545 420.041464476673 419.503977379393 418.182952777024 416.489723082716 415.600171936522 415.70301450007 416.386770186306 417.519064800265
"27" 412.133574331419 413.511990528094 414.885647844095 415.832234326588 416.373716861403 415.675034018057 413.955019456488 412.584134552621 411.546030715377 411.468554531392 412.54389003661 413.720663058763 414.784018468303 415.940416201423 417.051767552079 417.923912787224 418.497572825227 417.877005113087 416.205355471853 414.818698297452 413.764497777833 413.666592529653 414.744027789297 415.93545787847 417.002761584581 418.158888639757 419.266756748741 420.136716743523 420.709772900348 420.089932224852 418.419134062897 417.032572928199 415.978334242593 415.88015621126 416.957545589102 418.149110996847
"28" 412.677288563935 413.436943098954 414.534995772085 415.343774954562 415.940885506394 415.210070283328 413.644446845456 412.073424538472 411.293053113404 411.491140360638 412.197099359739 413.33333971509 414.659835630894 415.662610301505 416.871107248357 417.610962053313 418.168094612983 417.388176797697 415.830738950888 414.247704871557 413.466598238607 413.671405092787 414.406768773856 415.547695331117 416.864523680325 417.858702577166 419.063717496657 419.806336513458 420.364961185047 419.586713628275 418.028902755125 416.446258356156 415.665183137977 415.869770197526 416.604103872287 417.744866213379
"29" 411.766141796007 412.989288428677 414.303760659136 415.508819512222 415.712262998622 415.05765672977 413.572976094557 412.014406185741 410.962446147598 411.386076887908 412.269576740814 413.305284473714 414.506591916584 415.336978469438 416.420483737011 417.426900231715 417.725570544533 417.137886380102 415.712168727467 414.239123425035 413.166289587233 413.558600370653 414.402392248596 415.376909699375 416.605936301536 417.45870910564 418.555251820071 419.569889652948 419.863244041792 419.27121079726 417.84229306504 416.36588124569 415.294300850463 415.688262857954 416.53380750197 417.51070837738
"30" 412.600846053053 413.549860701994 414.427529543508 415.325665215502 415.5933019596 414.969950013687 413.740078144565 412.086883731003 411.237416890563 411.378727097444 412.325544136178 413.474906921768 414.706740707992 415.754105870896 416.653230888429 417.546585063583 417.795678617029 417.156340203059 415.901609973736 414.251181407276 413.398299369267 413.569151368092 414.516663769394 415.661150225403 416.889018541979 417.932488518015 418.831147604877 419.725090481771 419.975088100542 419.336344941084 418.082439170274 416.431817578405 415.579027918124 415.748792790889 416.696305521923 417.840991641029
"31" 411.666061444684 412.882465063791 414.431460298297 415.251816897935 415.479564494903 414.975729742734 413.535698655131 412.179581215273 411.157822364524 411.28684336507 412.284772387483 413.393075932546 414.399590338876 415.287198895434 416.537459335617 417.138115349236 417.394224514164 417.012309528764 415.684307665905 414.3800601866 413.340589856501 413.455250185349 414.409647621913 415.474108737253 416.491826517493 417.393798432286 418.658401659567 419.268435073995 419.524386727486 419.137927891539 417.805266343169 416.498560939135 415.459282652181 415.574688965983 416.53066773325 417.596530590703
"32" 412.857918031562 413.84014574738 414.855039369732 415.738817771294 416.083823942723 415.617313614099 414.396135514455 412.66941880075 411.796958060517 412.026022930371 413.016102812719 414.071402224603 414.978925273362 416.0541879836 417.117875159362 418.000934807278 418.290456416593 417.801171021576 416.577246637728 414.867620374338 413.9808766767 414.217377671552 415.208601250877 416.256577375931 417.168124059799 418.245058377298 419.309970416369 420.193308284567 420.481743015239 419.991989421226 418.767962051362 417.05867634659 416.171552841591 416.40822333197 417.3994858004 418.447301486218
"33" 412.449946105037 413.604895953021 414.537878701499 415.367281560588 415.503528017607 414.934939875264 413.60379125499 412.178968420305 411.040174675575 411.074693890966 411.886206094798 413.411680914481 414.76135508897 415.649246161777 416.53156428644 417.371513143286 417.623016061981 417.139028399314 415.81711716674 414.364505157812 413.171801146133 413.180960559412 413.985111195007 415.506986384761 416.880277175404 417.782676029822 418.667582255419 419.505565704364 419.750753623018 419.262446125676 417.940098135391 416.489028182808 415.298911637751 415.309311576238 416.113742727938 417.635616363951
"34" 412.384438123122 413.333255796667 414.338736806665 415.386759462333 415.698934696898 415.038327606591 413.723959857416 412.112458438042 411.233020480518 411.12980693005 411.846942769997 413.336619811867 414.334869393612 415.434504451505 416.493648102558 417.524997420587 417.804174772053 417.12066732444 415.80039066347 414.193497204694 413.32005307405 413.219747749644 413.937002722674 415.425973969069 416.423346039035 417.52258780253 418.581731593548 419.613237767092 419.892551826471 419.209098051194 417.888812886542 416.281890838728 415.408425323259 415.308112856285 416.025370307075 417.514346789344
"35" 412.622139909107 413.904568460022 414.941122713849 415.933680734408 416.219271859033 415.577475829905 414.018046800929 412.699577848945 411.559813458213 411.629657845102 412.745705885647 413.857338869471 414.958682980763 416.107582749531 417.04334587323 418.00496630493 418.33636510419 417.743281779592 416.208636600959 414.882757455607 413.728119555429 413.787694791479 414.900111404704 416.010327401777 417.117487870294 418.269688678937 419.206256654149 420.166992427734 420.496992798085 419.903151221158 418.368493630676 417.043029705416 415.888741665411 415.948429565957 417.060786191372 418.170916734782
"36" 412.744718899079 413.855294989724 414.846576935405 415.828552870562 416.52359447634 415.858655246387 414.391699666023 412.467522118131 411.485223718033 411.577708850538 412.718641088179 414.196108505128 415.156937348179 416.232801034547 417.170499724403 418.048408980586 418.721198531469 418.071449966551 416.621908243728 414.722992426812 413.749548858686 413.830557248107 415.001702778276 416.437719779491 417.398103205056 418.475934260918 419.41630790116 420.298028940123 420.971530968623 420.3210797071 418.870785202139 416.97098240052 415.997272750473 416.078699341887 417.248916591615 418.686271149345
"37" 412.679194471178 413.354911931558 414.497242992753 415.362137528082 415.731160258835 415.30755819841 413.803792014841 412.164096381387 411.538896706492 411.360367839418 412.333363505761 413.473281942211 414.866120124804 415.688803783517 416.798252285889 417.529814461033 417.887077438321 417.433206496601 415.92048183757 414.326094439672 413.72455364679 413.573272989178 414.528246538275 415.670752637626 417.046479185154 417.861134492306 418.973473236053 419.713361259868 420.071426616973 419.619061804813 418.106590932856 416.509495412851 415.906622949435 415.753859504997 416.709918688361 417.852289371408
"38" 412.485219511362 413.836003642735 414.93808379203 415.712994271455 415.909485524549 415.426024835285 414.260181160519 412.584859668674 411.652055844924 411.561401578613 412.534551435704 413.507115521304 414.527995251096 415.76809722816 416.916609913707 417.884284355338 418.134038546058 417.67859696924 416.440714615838 414.74910783522 413.782459952322 413.725072328972 414.726971801332 415.660984263829 416.694271096104 417.931923519239 419.079678940752 420.051011914339 420.300444025622 419.845506002521 418.605628263497 416.914413949161 415.947186674745 415.891205411597 416.893987814643 417.826285288365
"39" 412.802093815228 413.616656242103 414.770688752043 415.683120935316 416.0397719451 415.248223837543 413.849594992118 411.955873653248 410.949167217425 411.282913553968 412.317665472864 413.677845870496 414.913807174742 415.667859647888 416.92509481113 417.868468039954 418.310115721387 417.534133607625 416.094951495133 414.179683609561 413.1401621715 413.487106459538 414.502147650622 415.891998592125 417.13225703417 417.887732740772 419.140726092083 420.082897615569 420.521586272359 419.745176920878 418.30752889093 416.393035216787 415.354677162083 415.70111965783 416.716874327958 418.105649965814
"40" 412.12354953941 413.546605400896 414.628594290051 415.60279828107 416.046676468465 415.288903190771 413.904962194927 411.988051592256 411.138711917111 411.366620502296 412.104161148386 413.569872836437 414.464689771382 415.62717924298 416.569429001453 417.599552207356 418.168239095825 417.488996966582 416.13158358248 414.191957727331 413.318082096739 413.525441234771 414.266862340077 415.735712832738 416.635241879424 417.801435910511 418.743558244342 419.772296519048 420.339570919031 419.659408318072 418.301968851123 416.362709584069 415.489373125214 415.696991025156 416.438530684664 417.907221717343
"41" 412.361050163636 413.435917633047 414.608226911883 415.315195200244 415.639439615422 415.328035815885 413.945643602924 412.187058533872 411.394789479795 411.313145735686 412.474954058639 413.530539285102 414.613519149487 415.712671369099 416.778304092843 417.442508422199 417.775114174117 417.477772448288 416.108512286294 414.351264853394 413.555407774958 413.465887249994 414.641933869596 415.685663362105 416.769255889408 417.86819047872 418.935158119728 419.599872783084 419.93235785045 419.634837122055 418.2654155373 416.508154101025 415.712342814274 415.622920533824 416.798788814597 417.842666259543
"42" 412.806575540347 413.755431357015 414.658703216124 415.692454334611 415.673417444207 415.085033477085 413.745353530986 412.081315132852 411.326549859544 411.40755867683 412.246521441359 413.373097861931 414.742834846999 415.752600340228 416.757261524396 417.87823963132 417.861834918177 417.292398418597 415.933380964537 414.213096388592 413.472700479927 413.533835931475 414.380200059533 415.528669832664 416.899555330661 417.906987267389 418.908253212274 420.02655159603 420.010110979339 419.440244875233 418.081858796734 416.363202614588 415.622384711176 415.684067354657 416.530208084904 417.678050709802
"43" 412.544776916724 413.449091764946 414.509006739804 415.355489800506 415.655940412996 415.196241257143 413.604422530802 412.24821151343 411.253839164497 411.328735517941 412.202633137578 413.490879148602 414.727013441237 415.694270581326 416.684331534176 417.449980152652 417.708831428868 417.249433064961 415.680848414985 414.344645853672 413.357823411904 413.426922119611 414.295118416599 415.579555571539 416.815089332125 417.783849765666 418.775492469151 419.541900179531 419.800661902239 419.340797190065 417.771830227498 416.435501954832 415.448755397792 415.517979786308 416.386264142427 417.670716444983
"44" 412.703073045175 413.792528997366 414.615077852871 415.290314881984 415.676863048506 415.276786484394 413.888077681762 412.319337864158 411.288757713984 411.255384719145 412.118551992452 413.358676747952 414.615540890194 415.676464040497 416.588869703255 417.363961135656 417.789149270316 417.290934160912 415.886286250611 414.328968241344 413.345251888358 413.357033243248 414.210230945493 415.404202454925 416.654117757186 417.709699931613 418.627744353547 419.410922912535 419.839998848843 419.333980399879 417.928427745398 416.372169608179 415.392369457327 415.407901166336 416.260127681173 417.450066943572
"45" 412.673578300117 413.655223274231 414.472601900162 415.165402723447 415.603517290392 415.119661235226 413.868390000775 412.482722401116 411.23216585465 411.292268615844 412.131452107363 413.433680905013 414.677671699964 415.695223836393 416.594842103173 417.337474806186 417.778838633653 417.283183413388 416.01741981578 414.623739561275 413.370429494224 413.434051653571 414.276378949962 415.58079925071 416.824514923464 417.841272137639 418.740240058061 419.482682518952 419.92417596514 419.428673659609 418.162998716997 416.769333095053 415.516009562403 415.579602504483 416.421915851172 417.726331393756
"46" 411.992994622756 413.061295630025 414.516976695335 415.511276854897 415.634266096311 415.085526110723 413.777203620453 412.289428200292 411.417019021862 411.363324722459 412.159801213973 413.367880753157 414.543857025516 415.204817095509 416.490988222914 417.449883171985 417.662468256778 417.2206181157 415.897921994294 414.434423431431 413.541815068983 413.471379516064 414.289332788472 415.53516365472 416.690913866117 417.33836457687 418.618497586913 419.57498749994 419.790086840327 419.352007275727 418.028401713775 416.566261833838 415.673111293769 415.602142498122 416.421098598432 417.66855888387
"47" 412.798724888618 413.603023369774 414.411144890115 415.41566995084 415.886988994629 415.340690267243 414.061893651091 412.371802869161 411.107816794126 411.131343174618 412.18858273455 413.367668199109 414.850278083503 415.74081464436 416.602351744176 417.619181742893 418.085828417827 417.523570391674 416.230061971281 414.535253002638 413.272716033767 413.299323162671 414.36050665619 415.541453644023 417.023920913584 417.913506116624 418.774032624313 419.790312791419 420.256930009603 419.694920251327 418.401686511688 416.707038213456 415.444523181519 415.471067798519 416.532176914463 417.713077840592
"48" 412.281012156734 413.431766241863 414.735584087576 415.375677797598 415.699335724188 415.2134455828 413.801153982873 412.060385903647 411.144515648539 411.229456246564 412.163027818672 413.448818830673 414.443627664529 415.498338310557 416.793164690449 417.389762728118 417.716598644945 417.24046958926 415.857254669103 414.142290010947 413.218509720084 413.277708100951 414.18386521283 415.501084438953 416.497452454578 417.548086677783 418.842544100329 419.437299621616 419.764272650373 419.28855820285 417.906579107501 416.192711450828 415.268594575119 415.326698070426 416.231689195607 417.550245230148
"49" 412.976456515211 414.08502527458 414.978654429303 415.576328174891 415.740650763767 415.359791679156 414.297218152546 412.503972012734 411.382513238915 411.242445534704 412.018911493394 413.594048506009 414.77625742829 416.005413866265 417.08026598477 417.802896221665 418.007934664862 417.545410022575 416.440676525664 414.642766885483 413.514976464505 413.394058490636 414.241868533481 415.722232081181 416.907265782358 418.141936122986 419.226795068792 419.956950223602 420.164856536089 419.69761578458 418.59046669395 416.792290556831 415.664024421469 415.544229387691 416.396485197977 417.870895085084
"50" 411.590537357413 413.150632202266 414.479102735283 415.205179915557 415.195601230413 414.54304018191 413.18396803705 411.995766964071 410.917080099296 411.002318435204 411.799247906707 413.013637297378 413.933895649526 415.242171443286 416.542051838306 417.254502056495 417.336701515681 416.723730053446 415.331235934048 414.047760357003 413.079998772458 413.058082727629 413.88784608586 415.071167558663 416.012387695995 417.338549687457 418.640054324558 419.351924528664 419.427257742887 418.811408823006 417.421173366032 416.143955873469 415.16972994234 415.154409867058 415.982066197277 417.167156774149
"51" 412.316353889302 413.747090503514 415.010867926629 415.980107873096 416.226684223572 415.489509777282 413.927844601544 412.417361370823 411.518026807489 411.531055106606 412.659649949155 413.847028805018 414.969098472279 416.122949937864 417.149606313124 418.012806915406 418.30840518306 417.652310499233 416.148345379825 414.653005171891 413.739858720179 413.731555998425 414.847349207878 416.029993505638 417.15747290423 418.317072797146 419.346915614885 420.210369408769 420.504570440106 419.847074650896 418.342453425238 416.847175284845 415.934407058594 415.926433775314 417.04235254053 418.224962613677
"52" 412.342672972838 413.485003215012 414.329512528738 415.337551368916 415.872634224 415.397257418594 414.167459410994 412.691135571728 411.412275140933 411.730641965937 412.5488148545 413.629898574036 414.74745784109 415.866960094323 416.766507110479 417.634151789271 418.08345989553 417.475774292814 416.288615874024 414.923190895345 413.71253745175 413.992920912749 414.875369915976 415.873571962331 416.970535587557 418.09348505961 418.989717322551 419.872275608 420.330091419054 419.734791567904 418.542970458848 417.166521373396 415.949267218342 416.233488418748 417.109816584806 418.116112580346
